direction,is_congested,weather,temp,rain_mm,humidity,visibility,day_of_week,is_holiday,is_rush_hour,adverse_weather_score,rush_weather_interaction
1,0,0,19.4,0.0,81.56,8400.0,6,0,0,0,0
0,0,0,13.0,0.0,82.01,7000.0,5,0,0,0,0
1,0,0,13.0,0.0,82.01,7000.0,5,0,0,0,0
0,0,0,13.1,0.0,86.8,8600.0,5,0,1,0,0
1,0,0,13.1,0.0,86.8,8600.0,5,0,1,0,0
0,0,0,13.1,0.0,86.8,8600.0,5,0,1,0,0
1,0,0,13.1,0.0,86.8,8600.0,5,0,1,0,0
0,1,0,19.1,0.0,59.82,10200.0,5,0,0,0,0
1,0,0,19.1,0.0,59.82,10200.0,5,0,0,0,0
0,1,2,22.0,0.0,49.67,9000.0,5,0,0,0,0
1,0,2,22.0,0.0,49.67,9000.0,5,0,0,0,0
0,1,0,25.0,0.0,36.26,10000.0,5,0,0,0,0
1,0,0,25.0,0.0,36.26,10000.0,5,0,0,0,0
0,1,0,24.5,0.0,35.42,16900.0,5,0,1,0,0
1,1,0,24.5,0.0,35.42,16900.0,5,0,1,0,0
0,1,0,23.0,0.0,38.21,10000.0,5,0,1,0,0
1,1,0,23.0,0.0,38.21,10000.0,5,0,1,0,0
0,0,2,18.0,0.0,77.46,6000.0,5,0,0,0,0
1,0,2,18.0,0.0,77.46,6000.0,5,0,0,0,0
0,0,0,16.1,0.0,81.45,15700.0,5,0,0,0,0
1,0,0,16.1,0.0,81.45,15700.0,5,0,0,0,0
0,0,0,14.0,0.0,76.84,9000.0,4,0,0,0,0
1,0,0,14.0,0.0,76.84,9000.0,4,0,0,0,0
0,0,2,13.8,0.0,77.22,8900.0,4,0,1,0,0
1,0,2,13.8,0.0,77.22,8900.0,4,0,1,0,0
0,0,2,13.8,0.0,77.22,8900.0,4,0,1,0,0
1,0,2,13.8,0.0,77.22,8900.0,4,0,1,0,0
0,0,2,20.1,0.0,54.05,10200.0,4,0,0,0,0
1,0,2,20.1,0.0,54.05,10200.0,4,0,0,0,0
0,0,0,23.0,0.0,43.73,10000.0,4,0,0,0,0
1,0,0,23.0,0.0,43.73,10000.0,4,0,0,0,0
0,0,0,25.0,0.0,31.65,10000.0,4,0,0,0,0
1,0,0,25.0,0.0,31.65,10000.0,4,0,0,0,0
0,1,2,24.7,0.0,29.7,10200.0,4,0,1,0,0
1,0,2,24.7,0.0,29.7,10200.0,4,0,1,0,0
0,1,0,22.0,0.0,40.6,10000.0,4,0,1,0,0
1,1,0,22.0,0.0,40.6,10000.0,4,0,1,0,0
0,0,0,18.0,0.0,63.63,9000.0,4,0,0,0,0
1,0,0,18.0,0.0,63.63,9000.0,4,0,0,0,0
0,0,0,14.1,0.0,82.71,9400.0,4,0,0,0,0
1,0,0,14.1,0.0,82.71,9400.0,4,0,0,0,0
0,0,0,15.0,0.0,87.84,5000.0,3,0,0,0,0
1,0,0,15.0,0.0,87.84,5000.0,3,0,0,0,0
0,0,0,14.8,0.0,90.1,9300.0,3,0,1,0,0
1,0,0,14.8,0.0,90.1,9300.0,3,0,1,0,0
0,1,0,14.8,0.0,90.1,9300.0,3,0,1,0,0
1,1,0,14.8,0.0,90.1,9300.0,3,0,1,0,0
0,0,0,23.1,0.0,41.51,16900.0,3,0,0,0,0
1,0,0,23.1,0.0,41.51,16900.0,3,0,0,0,0
0,0,0,24.0,0.0,31.37,10000.0,3,0,0,0,0
1,0,0,24.0,0.0,31.37,10000.0,3,0,0,0,0
0,0,0,25.0,0.0,29.55,10000.0,3,0,0,0,0
1,0,0,25.0,0.0,29.55,10000.0,3,0,0,0,0
0,0,2,25.0,0.0,27.72,16900.0,3,0,1,0,0
1,0,2,25.0,0.0,27.72,16900.0,3,0,1,0,0
0,1,0,23.0,0.0,38.21,10000.0,3,0,1,0,0
1,1,0,23.0,0.0,38.21,10000.0,3,0,1,0,0
0,0,0,18.0,0.0,55.66,10000.0,3,0,0,0,0
1,0,0,18.0,0.0,55.66,10000.0,3,0,0,0,0
0,0,2,15.1,0.0,74.29,10000.0,3,0,0,0,0
1,0,2,15.1,0.0,74.29,10000.0,3,0,0,0,0
0,0,0,16.0,0.0,63.17,10000.0,2,0,0,0,0
1,0,0,16.0,0.0,63.17,10000.0,2,0,0,0,0
0,0,2,13.5,0.0,88.12,9600.0,2,0,1,0,0
1,1,2,13.5,0.0,88.12,9600.0,2,0,1,0,0
0,1,2,13.5,0.0,88.12,9600.0,2,0,1,0,0
1,1,2,13.5,0.0,88.12,9600.0,2,0,1,0,0
0,0,0,21.4,0.0,44.43,16900.0,2,0,0,0,0
1,0,0,21.4,0.0,44.43,16900.0,2,0,0,0,0
0,0,0,23.0,0.0,38.21,10000.0,2,0,0,0,0
1,0,0,23.0,0.0,38.21,10000.0,2,0,0,0,0
0,0,0,24.0,0.0,41.17,10000.0,2,0,0,0,0
1,0,0,24.0,0.0,41.17,10000.0,2,0,0,0,0
0,0,0,24.0,0.0,39.33,16900.0,2,0,1,0,0
1,0,0,24.0,0.0,39.33,16900.0,2,0,1,0,0
0,1,0,22.0,0.0,46.47,10000.0,2,0,1,0,0
1,1,0,22.0,0.0,46.47,10000.0,2,0,1,0,0
0,0,0,17.0,0.0,72.4,9000.0,2,0,0,0,0
1,0,0,17.0,0.0,72.4,9000.0,2,0,0,0,0
0,0,0,15.7,0.0,80.12,16700.0,2,0,0,0,0
1,0,0,15.7,0.0,80.12,16700.0,2,0,0,0,0
0,0,0,21.0,0.0,52.8,10000.0,1,0,0,0,0
1,0,0,21.0,0.0,52.8,10000.0,1,0,0,0,0
0,0,0,19.7,0.0,51.95,11100.0,1,0,1,0,0
1,1,0,19.7,0.0,51.95,11100.0,1,0,1,0,0
0,1,0,19.7,0.0,51.95,11100.0,1,0,1,0,0
1,1,0,19.7,0.0,51.95,11100.0,1,0,1,0,0
0,0,2,23.4,0.0,34.35,16900.0,1,0,0,0,0
1,0,2,23.4,0.0,34.35,16900.0,1,0,0,0,0
0,0,0,24.0,0.0,35.97,10000.0,1,0,0,0,0
1,0,0,24.0,0.0,35.97,10000.0,1,0,0,0,0
0,0,0,24.0,0.0,35.97,10000.0,1,0,0,0,0
1,0,0,24.0,0.0,35.97,10000.0,1,0,0,0,0
0,1,0,24.4,0.0,34.93,16900.0,1,0,1,0,0
1,0,0,24.4,0.0,34.93,16900.0,1,0,1,0,0
0,1,0,22.0,0.0,43.45,10000.0,1,0,1,0,0
1,0,0,22.0,0.0,43.45,10000.0,1,0,1,0,0
0,0,0,18.0,0.0,67.97,10000.0,1,0,0,0,0
1,0,0,18.0,0.0,67.97,10000.0,1,0,0,0,0
0,0,0,16.1,0.0,78.22,10000.0,1,0,0,0,0
1,0,0,16.1,0.0,78.22,10000.0,1,0,0,0,0
0,0,0,17.0,0.0,88.01,6000.0,0,0,0,0,0
1,0,0,17.0,0.0,88.01,6000.0,0,0,0,0,0
0,1,0,17.4,0.0,89.24,4700.0,0,0,1,0,0
1,1,0,17.4,0.0,89.24,4700.0,0,0,1,0,0
0,1,0,17.4,0.0,89.24,4700.0,0,0,1,0,0
1,1,0,17.4,0.0,89.24,4700.0,0,0,1,0,0
0,0,0,22.7,0.0,64.91,10200.0,0,0,0,0,0
1,0,0,22.7,0.0,64.91,10200.0,0,0,0,0,0
0,0,0,25.0,0.0,47.28,10000.0,0,0,0,0,0
1,0,0,25.0,0.0,47.28,10000.0,0,0,0,0,0
0,0,0,26.0,0.0,44.56,10000.0,0,0,0,0,0
1,0,0,26.0,0.0,44.56,10000.0,0,0,0,0,0
0,0,0,26.1,0.0,42.7,16900.0,0,0,1,0,0
1,0,0,26.1,0.0,42.7,16900.0,0,0,1,0,0
0,1,0,24.0,0.0,53.58,10000.0,0,0,1,0,0
1,1,0,24.0,0.0,53.58,10000.0,0,0,1,0,0
0,0,0,20.0,0.0,72.94,10000.0,0,0,0,0,0
1,0,0,20.0,0.0,72.94,10000.0,0,0,0,0,0
0,0,0,18.8,0.0,80.82,10000.0,0,0,0,0,0
1,0,0,18.8,0.0,80.82,10000.0,0,0,0,0,0
0,0,0,19.0,0.0,72.76,10000.0,6,0,0,0,0
1,0,0,19.0,0.0,72.76,10000.0,6,0,0,0,0
0,0,2,18.1,0.0,84.24,10200.0,6,0,1,0,0
1,0,2,18.1,0.0,84.24,10200.0,6,0,1,0,0
0,0,2,18.1,0.0,84.24,10200.0,6,0,1,0,0
1,0,2,18.1,0.0,84.24,10200.0,6,0,1,0,0
0,0,0,22.8,0.0,61.13,10200.0,6,0,0,0,0
1,0,0,22.8,0.0,61.13,10200.0,6,0,0,0,0
0,0,0,25.0,0.0,47.28,10000.0,6,0,0,0,0
1,0,0,25.0,0.0,47.28,10000.0,6,0,0,0,0
0,0,0,26.0,0.0,41.73,10000.0,6,0,0,0,0
1,0,0,26.0,0.0,41.73,10000.0,6,0,0,0,0
0,1,0,26.1,0.0,44.63,16900.0,6,0,1,0,0
1,0,0,26.1,0.0,44.63,16900.0,6,0,1,0,0
0,1,0,25.0,0.0,47.28,10000.0,6,0,1,0,0
1,1,0,25.0,0.0,47.28,10000.0,6,0,1,0,0
0,0,0,20.0,0.0,77.77,7000.0,6,0,0,0,0
1,0,0,20.0,0.0,77.77,7000.0,6,0,0,0,0
0,0,0,19.5,0.0,82.73,9100.0,6,0,0,0,0
1,0,0,19.5,0.0,82.73,9100.0,6,0,0,0,0
0,0,0,19.0,0.0,63.85,10000.0,5,0,0,0,0
1,0,0,19.0,0.0,63.85,10000.0,5,0,0,0,0
0,0,0,16.1,0.0,89.78,7000.0,5,0,1,0,0
1,0,0,16.1,0.0,89.78,7000.0,5,0,1,0,0
0,0,0,16.1,0.0,89.78,7000.0,5,0,1,0,0
1,0,0,16.1,0.0,89.78,7000.0,5,0,1,0,0
0,1,2,22.7,0.0,50.16,10200.0,5,0,0,0,0
1,0,2,22.7,0.0,50.16,10200.0,5,0,0,0,0
0,1,0,24.0,0.0,35.97,10000.0,5,0,0,0,0
1,0,0,24.0,0.0,35.97,10000.0,5,0,0,0,0
0,1,0,24.0,0.0,38.49,10000.0,5,0,0,0,0
1,0,0,24.0,0.0,38.49,10000.0,5,0,0,0,0
0,1,2,23.8,0.0,36.9,10200.0,5,0,1,0,0
1,1,2,23.8,0.0,36.9,10200.0,5,0,1,0,0
0,1,0,23.0,0.0,43.73,10000.0,5,0,1,0,0
1,1,0,23.0,0.0,43.73,10000.0,5,0,1,0,0
0,0,0,19.0,0.0,77.62,9000.0,5,0,0,0,0
1,0,0,19.0,0.0,77.62,9000.0,5,0,0,0,0
0,0,2,19.7,0.0,68.73,9100.0,5,0,0,0,0
1,0,2,19.7,0.0,68.73,9100.0,5,0,0,0,0
0,0,0,18.0,0.0,59.52,10000.0,4,0,0,0,0
1,0,0,18.0,0.0,59.52,10000.0,4,0,0,0,0
0,0,2,16.4,0.0,87.52,8700.0,4,0,1,0,0
1,0,2,16.4,0.0,87.52,8700.0,4,0,1,0,0
0,0,2,16.4,0.0,87.52,8700.0,4,0,1,0,0
1,0,2,16.4,0.0,87.52,8700.0,4,0,1,0,0
0,0,2,21.3,0.0,53.65,10200.0,4,0,0,0,0
1,0,2,21.3,0.0,53.65,10200.0,4,0,0,0,0
0,0,0,23.0,0.0,43.73,10000.0,4,0,0,0,0
1,0,0,23.0,0.0,43.73,10000.0,4,0,0,0,0
0,0,0,24.0,0.0,41.17,10000.0,4,0,0,0,0
1,0,0,24.0,0.0,41.17,10000.0,4,0,0,0,0
0,1,0,24.4,0.0,42.15,10200.0,4,0,1,0,0
1,0,0,24.4,0.0,42.15,10200.0,4,0,1,0,0
0,1,0,23.0,0.0,49.93,10000.0,4,0,1,0,0
1,1,0,23.0,0.0,49.93,10000.0,4,0,1,0,0
0,0,0,20.0,0.0,64.07,10000.0,4,0,0,0,0
1,0,0,20.0,0.0,64.07,10000.0,4,0,0,0,0
0,0,0,18.3,0.0,78.16,10000.0,4,0,0,0,0
1,0,0,18.3,0.0,78.16,10000.0,4,0,0,0,0
0,0,0,16.0,0.0,67.56,10000.0,3,0,0,0,0
1,0,0,16.0,0.0,67.56,10000.0,3,0,0,0,0
0,0,2,16.4,0.0,63.85,11100.0,3,0,1,0,0
1,0,2,16.4,0.0,63.85,11100.0,3,0,1,0,0
0,1,2,16.4,0.0,63.85,11100.0,3,0,1,0,0
1,1,2,16.4,0.0,63.85,11100.0,3,0,1,0,0
0,0,2,19.1,0.0,49.95,10200.0,3,0,0,0,0
1,0,2,19.1,0.0,49.95,10200.0,3,0,0,0,0
0,0,0,21.0,0.0,49.4,10000.0,3,0,0,0,0
1,0,0,21.0,0.0,49.4,10000.0,3,0,0,0,0
0,0,0,23.0,0.0,38.21,10000.0,3,0,0,0,0
1,0,0,23.0,0.0,38.21,10000.0,3,0,0,0,0
0,0,0,22.4,0.0,41.09,16900.0,3,0,1,0,0
1,0,0,22.4,0.0,41.09,16900.0,3,0,1,0,0
0,1,0,21.0,0.0,46.19,10000.0,3,0,1,0,0
1,1,0,21.0,0.0,46.19,10000.0,3,0,1,0,0
0,0,0,18.0,0.0,72.58,10000.0,3,0,0,0,0
1,0,0,18.0,0.0,72.58,10000.0,3,0,0,0,0
0,0,2,17.4,0.0,78.85,10000.0,3,0,0,0,0
1,0,2,17.4,0.0,78.85,10000.0,3,0,0,0,0
0,0,2,14.0,0.0,82.14,10000.0,2,0,0,0,0
1,0,2,14.0,0.0,82.14,10000.0,2,0,0,0,0
0,0,2,13.7,0.0,85.12,10200.0,2,0,1,0,0
1,1,2,13.7,0.0,85.12,10200.0,2,0,1,0,0
0,1,2,13.7,0.0,85.12,10200.0,2,0,1,0,0
1,1,2,13.7,0.0,85.12,10200.0,2,0,1,0,0
0,0,1,16.6,0.0,69.95,10000.0,2,0,0,0,0
1,0,1,16.6,0.0,69.95,10000.0,2,0,0,0,0
0,0,1,16.0,0.0,72.22,10000.0,2,0,0,0,0
1,0,1,16.0,0.0,72.22,10000.0,2,0,0,0,0
0,0,2,18.0,0.0,59.52,10000.0,2,0,0,0,0
1,0,2,18.0,0.0,59.52,10000.0,2,0,0,0,0
0,0,2,17.7,0.0,59.97,10000.0,2,0,1,0,0
1,0,2,17.7,0.0,59.97,10000.0,2,0,1,0,0
0,1,0,17.0,0.0,67.77,10000.0,2,0,1,0,0
1,1,0,17.0,0.0,67.77,10000.0,2,0,1,0,0
0,0,0,16.0,0.0,77.16,10000.0,2,0,0,0,0
1,0,0,16.0,0.0,77.16,10000.0,2,0,0,0,0
0,0,2,16.4,0.0,66.33,10000.0,2,0,0,0,0
1,0,2,16.4,0.0,66.33,10000.0,2,0,0,0,0
0,0,3,22.0,0.5,83.11,10000.0,1,0,0,1,0
1,0,3,22.0,0.5,83.11,10000.0,1,0,0,1,0
0,0,3,21.0,0.7,92.63,9200.0,1,0,1,1,1
1,1,3,21.0,0.7,92.63,9200.0,1,0,1,1,1
0,1,3,21.0,0.7,92.63,9200.0,1,0,1,1,1
1,1,3,21.0,0.7,92.63,9200.0,1,0,1,1,1
0,0,3,20.8,0.5,93.71,9100.0,1,0,0,1,0
1,0,3,20.8,0.5,93.71,9100.0,1,0,0,1,0
0,0,3,20.0,0.4,93.97,10000.0,1,0,0,1,0
1,0,3,20.0,0.4,93.97,10000.0,1,0,0,1,0
0,0,1,17.0,0.1,88.01,10000.0,1,0,0,1,0
1,0,1,17.0,0.1,88.01,10000.0,1,0,0,1,0
0,1,1,16.8,0.1,89.61,10000.0,1,0,1,1,1
1,0,1,16.8,0.1,89.61,10000.0,1,0,1,1,1
0,1,1,16.0,0.2,93.79,7000.0,1,0,1,1,1
1,0,1,16.0,0.2,93.79,7000.0,1,0,1,1,1
0,0,1,15.0,0.2,87.84,10000.0,1,0,0,1,0
1,0,1,15.0,0.2,87.84,10000.0,1,0,0,1,0
0,0,1,14.1,0.1,95.37,10000.0,1,0,0,1,0
1,0,1,14.1,0.1,95.37,10000.0,1,0,0,1,0
0,0,0,22.0,0.0,88.44,10000.0,0,0,0,0,0
1,0,0,22.0,0.0,88.44,10000.0,0,0,0,0,0
0,1,2,21.5,0.0,92.71,9900.0,0,0,1,0,0
1,1,2,21.5,0.0,92.71,9900.0,0,0,1,0,0
0,1,2,21.5,0.0,92.71,9900.0,0,0,1,0,0
1,1,2,21.5,0.0,92.71,9900.0,0,0,1,0,0
0,0,2,26.1,0.0,71.59,10000.0,0,0,0,0,0
1,0,2,26.1,0.0,71.59,10000.0,0,0,0,0,0
0,0,2,27.0,0.1,65.56,10000.0,0,0,0,1,0
1,0,2,27.0,0.1,65.56,10000.0,0,0,0,1,0
0,0,2,26.0,0.1,65.36,10000.0,0,0,0,1,0
1,0,2,26.0,0.1,65.36,10000.0,0,0,0,1,0
0,0,1,24.8,0.1,80.72,10000.0,0,0,1,1,1
1,0,1,24.8,0.1,80.72,10000.0,0,0,1,1,1
0,1,2,24.0,0.1,88.6,5000.0,0,0,1,1,1
1,1,2,24.0,0.1,88.6,5000.0,0,0,1,1,1
0,0,3,23.0,0.3,88.52,10000.0,0,0,0,1,0
1,0,3,23.0,0.3,88.52,10000.0,0,0,0,1,0
0,0,3,23.0,0.4,91.33,8800.0,0,0,0,1,0
1,0,3,23.0,0.4,91.33,8800.0,0,0,0,1,0
0,0,0,21.0,0.0,82.99,10000.0,6,0,0,0,0
1,0,0,21.0,0.0,82.99,10000.0,6,0,0,0,0
0,0,2,21.1,0.0,83.72,9600.0,6,0,1,0,0
1,0,2,21.1,0.0,83.72,9600.0,6,0,1,0,0
0,0,2,21.1,0.0,83.72,9600.0,6,0,1,0,0
1,0,2,21.1,0.0,83.72,9600.0,6,0,1,0,0
0,0,2,24.0,0.0,72.33,10200.0,6,0,0,0,0
1,0,2,24.0,0.0,72.33,10200.0,6,0,0,0,0
0,0,0,25.0,0.0,69.36,10000.0,6,0,0,0,0
1,0,0,25.0,0.0,69.36,10000.0,6,0,0,0,0
0,0,0,27.0,0.0,61.61,10000.0,6,0,0,0,0
1,0,0,27.0,0.0,61.61,10000.0,6,0,0,0,0
0,1,2,27.1,0.0,59.13,10200.0,6,0,1,0,0
1,0,2,27.1,0.0,59.13,10200.0,6,0,1,0,0
0,1,0,26.0,0.0,61.39,10000.0,6,0,1,0,0
1,1,0,26.0,0.0,61.39,10000.0,6,0,1,0,0
0,0,0,24.0,0.0,78.35,10000.0,6,0,0,0,0
1,0,0,24.0,0.0,78.35,10000.0,6,0,0,0,0
0,0,2,23.7,0.0,79.34,10000.0,6,0,0,0,0
1,0,2,23.7,0.0,79.34,10000.0,6,0,0,0,0
0,0,0,18.0,0.0,82.63,9000.0,5,0,0,0,0
1,0,0,18.0,0.0,82.63,9000.0,5,0,0,0,0
0,0,0,17.4,0.0,90.03,6500.0,5,0,1,0,0
1,0,0,17.4,0.0,90.03,6500.0,5,0,1,0,0
0,0,0,17.4,0.0,90.03,6500.0,5,0,1,0,0
1,0,0,17.4,0.0,90.03,6500.0,5,0,1,0,0
0,1,0,24.7,0.0,55.25,16900.0,5,0,0,0,0
1,0,0,24.7,0.0,55.25,16900.0,5,0,0,0,0
0,1,0,26.0,0.0,54.08,10000.0,5,0,0,0,0
1,0,0,26.0,0.0,54.08,10000.0,5,0,0,0,0
0,1,0,28.0,0.0,48.09,10000.0,5,0,0,0,0
1,0,0,28.0,0.0,48.09,10000.0,5,0,0,0,0
0,1,0,27.4,0.0,48.14,16900.0,5,0,1,0,0
1,1,0,27.4,0.0,48.14,16900.0,5,0,1,0,0
0,1,0,26.0,0.0,54.08,10000.0,5,0,1,0,0
1,1,0,26.0,0.0,54.08,10000.0,5,0,1,0,0
0,0,0,22.0,0.0,78.06,7000.0,5,0,0,0,0
1,0,0,22.0,0.0,78.06,7000.0,5,0,0,0,0
0,0,0,20.1,0.0,87.88,16700.0,5,0,0,0,0
1,0,0,20.1,0.0,87.88,16700.0,5,0,0,0,0
0,0,0,19.0,0.0,88.19,8000.0,4,0,0,0,0
1,0,0,19.0,0.0,88.19,8000.0,4,0,0,0,0
0,0,0,17.7,0.0,94.86,8000.0,4,0,1,0,0
1,0,0,17.7,0.0,94.86,8000.0,4,0,1,0,0
0,0,0,17.7,0.0,94.86,8000.0,4,0,1,0,0
1,0,0,17.7,0.0,94.86,8000.0,4,0,1,0,0
0,0,0,25.1,0.0,44.14,10200.0,4,0,0,0,0
1,0,0,25.1,0.0,44.14,10200.0,4,0,0,0,0
0,0,0,27.0,0.0,39.34,10000.0,4,0,0,0,0
1,0,0,27.0,0.0,39.34,10000.0,4,0,0,0,0
0,0,0,27.0,0.0,39.34,10000.0,4,0,0,0,0
1,0,0,27.0,0.0,39.34,10000.0,4,0,0,0,0
0,1,0,27.4,0.0,36.47,16900.0,4,0,1,0,0
1,0,0,27.4,0.0,36.47,16900.0,4,0,1,0,0
0,1,0,25.0,0.0,47.28,10000.0,4,0,1,0,0
1,1,0,25.0,0.0,47.28,10000.0,4,0,1,0,0
0,0,0,21.0,0.0,77.92,10000.0,4,0,0,0,0
1,0,0,21.0,0.0,77.92,10000.0,4,0,0,0,0
0,0,0,19.1,0.0,86.6,16700.0,4,0,0,0,0
1,0,0,19.1,0.0,86.6,16700.0,4,0,0,0,0
0,0,0,22.0,0.0,60.47,10000.0,3,0,0,0,0
1,0,0,22.0,0.0,60.47,10000.0,3,0,0,0,0
0,0,2,19.9,0.0,74.9,11100.0,3,0,1,0,0
1,0,2,19.9,0.0,74.9,11100.0,3,0,1,0,0
0,1,2,19.9,0.0,74.9,11100.0,3,0,1,0,0
1,1,2,19.9,0.0,74.9,11100.0,3,0,1,0,0
0,0,0,25.2,0.0,47.03,16900.0,3,0,0,0,0
1,0,0,25.2,0.0,47.03,16900.0,3,0,0,0,0
0,0,0,27.0,0.0,44.83,10000.0,3,0,0,0,0
1,0,0,27.0,0.0,44.83,10000.0,3,0,0,0,0
0,0,2,27.0,0.0,54.33,10000.0,3,0,0,0,0
1,0,2,27.0,0.0,54.33,10000.0,3,0,0,0,0
0,0,0,27.2,0.0,49.82,16900.0,3,0,1,0,0
1,0,0,27.2,0.0,49.82,16900.0,3,0,1,0,0
0,1,0,26.0,0.0,54.08,10000.0,3,0,1,0,0
1,1,0,26.0,0.0,54.08,10000.0,3,0,1,0,0
0,0,0,22.0,0.0,78.06,10000.0,3,0,0,0,0
1,0,0,22.0,0.0,78.06,10000.0,3,0,0,0,0
0,0,0,19.9,0.0,89.0,9700.0,3,0,0,0,0
1,0,0,19.9,0.0,89.0,9700.0,3,0,0,0,0
0,0,1,22.0,0.0,68.77,10000.0,2,0,0,0,0
1,0,1,22.0,0.0,68.77,10000.0,2,0,0,0,0
0,0,2,21.4,0.0,67.63,10900.0,2,0,1,0,0
1,1,2,21.4,0.0,67.63,10900.0,2,0,1,0,0
0,1,2,21.4,0.0,67.63,10900.0,2,0,1,0,0
1,1,2,21.4,0.0,67.63,10900.0,2,0,1,0,0
0,0,2,23.5,0.0,58.42,10200.0,2,0,0,0,0
1,0,2,23.5,0.0,58.42,10200.0,2,0,0,0,0
0,0,0,26.0,0.0,54.08,10000.0,2,0,0,0,0
1,0,0,26.0,0.0,54.08,10000.0,2,0,0,0,0
0,0,2,26.0,0.0,61.39,10000.0,2,0,0,0,0
1,0,2,26.0,0.0,61.39,10000.0,2,0,0,0,0
0,0,2,25.7,0.0,61.09,10200.0,2,0,1,0,0
1,0,2,25.7,0.0,61.09,10200.0,2,0,1,0,0
0,1,0,24.0,0.0,69.16,10000.0,2,0,1,0,0
1,1,0,24.0,0.0,69.16,10000.0,2,0,1,0,0
0,0,0,22.0,0.0,88.44,9000.0,2,0,0,0,0
1,0,0,22.0,0.0,88.44,9000.0,2,0,0,0,0
0,0,0,21.0,0.0,87.66,10000.0,2,0,0,0,0
1,0,0,21.0,0.0,87.66,10000.0,2,0,0,0,0
0,0,1,22.0,0.1,83.11,10000.0,1,0,0,1,0
1,0,1,22.0,0.1,83.11,10000.0,1,0,0,1,0
0,0,2,22.1,0.1,79.69,10200.0,1,0,1,1,1
1,1,2,22.1,0.1,79.69,10200.0,1,0,1,1,1
0,1,2,22.1,0.1,79.69,10200.0,1,0,1,1,1
1,1,2,22.1,0.1,79.69,10200.0,1,0,1,1,1
0,0,1,23.2,0.1,74.5,10000.0,1,0,0,1,0
1,0,1,23.2,0.1,74.5,10000.0,1,0,0,1,0
0,0,1,24.0,0.0,69.16,10000.0,1,0,0,0,0
1,0,1,24.0,0.0,69.16,10000.0,1,0,0,0,0
0,0,2,25.0,0.0,65.15,10000.0,1,0,0,0,0
1,0,2,25.0,0.0,65.15,10000.0,1,0,0,0,0
0,1,1,25.1,0.0,67.6,10000.0,1,0,1,0,0
1,0,1,25.1,0.0,67.6,10000.0,1,0,1,0,0
0,1,0,24.0,0.0,78.35,10000.0,1,0,1,0,0
1,0,0,24.0,0.0,78.35,10000.0,1,0,1,0,0
0,0,0,23.0,0.0,83.22,10000.0,1,0,0,0,0
1,0,0,23.0,0.0,83.22,10000.0,1,0,0,0,0
0,0,1,22.8,0.0,78.02,10000.0,1,0,0,0,0
1,0,1,22.8,0.0,78.02,10000.0,1,0,0,0,0
0,0,1,24.0,0.0,100.0,4000.0,0,0,0,0,0
1,0,1,24.0,0.0,100.0,4000.0,0,0,0,0,0
0,1,2,24.2,0.0,93.23,6200.0,0,0,1,0,0
1,1,2,24.2,0.0,93.23,6200.0,0,0,1,0,0
0,1,2,24.2,0.0,93.23,6200.0,0,0,1,0,0
1,1,2,24.2,0.0,93.23,6200.0,0,0,1,0,0
0,0,2,24.1,0.0,94.24,3800.0,0,0,0,0,0
1,0,2,24.1,0.0,94.24,3800.0,0,0,0,0,0
0,0,1,23.0,0.0,88.52,10000.0,0,0,0,0,0
1,0,1,23.0,0.0,88.52,10000.0,0,0,0,0,0
0,0,1,23.0,0.0,88.52,10000.0,0,0,0,0,0
1,0,1,23.0,0.0,88.52,10000.0,0,0,0,0,0
0,0,1,23.6,0.0,86.53,10000.0,0,0,1,0,0
1,0,1,23.6,0.0,86.53,10000.0,0,0,1,0,0
0,1,1,23.0,0.0,88.52,10000.0,0,0,1,0,0
1,1,1,23.0,0.0,88.52,10000.0,0,0,1,0,0
0,0,1,23.0,0.0,83.22,10000.0,0,0,0,0,0
1,0,1,23.0,0.0,83.22,10000.0,0,0,0,0,0
0,0,2,22.4,0.1,87.0,6000.0,0,0,0,1,0
1,0,2,22.4,0.1,87.0,6000.0,0,0,0,1,0
0,0,3,24.0,0.5,100.0,3000.0,6,0,0,1,0
1,0,3,24.0,0.5,100.0,3000.0,6,0,0,1,0
0,0,3,25.0,0.8,93.46,9500.0,6,0,1,1,1
1,0,3,25.0,0.8,93.46,9500.0,6,0,1,1,1
0,0,3,25.0,0.8,93.46,9500.0,6,0,1,1,1
1,0,3,25.0,0.8,93.46,9500.0,6,0,1,1,1
0,0,3,26.8,0.4,87.84,10000.0,6,0,0,1,0
1,0,3,26.8,0.4,87.84,10000.0,6,0,0,1,0
0,0,3,27.0,0.9,83.68,6000.0,6,0,0,1,0
1,0,3,27.0,0.9,83.68,6000.0,6,0,0,1,0
0,0,3,25.0,1.9,100.0,1000.0,6,0,0,1,0
1,0,3,25.0,1.9,100.0,1000.0,6,0,0,1,0
0,1,3,25.4,1.6,95.05,8800.0,6,0,1,1,1
1,0,3,25.4,1.6,95.05,8800.0,6,0,1,1,1
0,1,2,25.0,0.2,100.0,6000.0,6,0,1,1,1
1,1,2,25.0,0.2,100.0,6000.0,6,0,1,1,1
0,0,2,25.0,0.0,94.19,8000.0,6,0,0,0,0
1,0,2,25.0,0.0,94.19,8000.0,6,0,0,0,0
0,0,1,24.9,0.0,94.16,8400.0,6,0,0,0,0
1,0,1,24.9,0.0,94.16,8400.0,6,0,0,0,0
0,0,3,23.0,1.0,94.11,10000.0,5,0,0,1,0
